,Class,Paths,Pixel
34,1,DATA/yes/Y159.JPG,"[[[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [  4   4   4]
  [  7   7   7]
  [  7   7   7]]

 [[  7   7   7]
  [  7   7   7]
  [  6   6   6]
  ...
  [  3   3   3]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[113 113 113]
  [110 110 110]
  [108 108 108]
  ...
  [126 126 126]
  [150 150 150]
  [153 153 153]]

 [[146 146 146]
  [146 146 146]
  [140 140 140]
  ...
  [143 143 143]
  [139 139 139]
  [138 138 138]]

 [[139 139 139]
  [136 136 136]
  [132 132 132]
  ...
  [146 146 146]
  [147 147 147]
  [147 147 147]]]"
91,1,DATA/yes/Y29.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [140 140 140]
  [141 141 141]
  [138 138 138]]

 [[134 134 134]
  [131 131 131]
  [129 129 129]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
10,1,DATA/yes/Y108.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
67,1,DATA/yes/Y23.JPG,"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[2 2 2]
  [2 2 2]
  [1 1 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]"
88,1,DATA/yes/Y26.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  4   4   4]
  [  3   3   3]
  [  3   3   3]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  2   2   2]]

 ...

 [[  3   3   3]
  [  2   2   2]
  [  1   1   1]
  ...
  [145 145 145]
  [146 146 146]
  [147 147 147]]

 [[148 148 148]
  [148 148 148]
  [149 149 149]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 77  77  77]
  [ 77  77  77]
  [ 76  76  76]]]"
98,1,DATA/yes/Y35.jpg,"[[[255 255 255]
  [253 253 253]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [254 254 254]
  [255 255 255]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 ...

 [[ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [114 114 114]
  [118 118 118]
  [119 119 119]]

 [[128 128 128]
  [125 125 125]
  [125 125 125]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[ 12  12  12]
  [ 12  12  12]
  [ 11  11  11]
  ...
  [ 88  88  88]
  [ 88  88  88]
  [ 91  91  91]]]"
112,1,DATA/yes/Y50.JPG,"[[[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [  3   3   3]
  [  2   2   2]
  ...
  [  2   2   2]
  [  3   3   3]
  [  4   4   4]]

 [[  4   4   4]
  [  3   3   3]
  [  1   1   1]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[136 136 136]
  [145 145 145]
  [160 160 160]
  ...
  [ 58  58  58]
  [ 57  57  57]
  [ 56  56  56]]

 [[ 56  56  56]
  [ 58  58  58]
  [ 60  60  60]
  ...
  [ 72  72  72]
  [ 71  71  71]
  [ 70  70  70]]

 [[ 68  68  68]
  [ 67  67  67]
  [ 65  65  65]
  ...
  [  3   3   3]
  [  4   4   4]
  [  6   6   6]]]"
252,0,DATA/no/no.jpg,"[[[0.05882353 0.05882353 0.05882353]
  [0.99215686 0.0627451  0.0627451 ]
  [0.0627451  0.99607843 0.0627451 ]
  ...
  [0.99607843 0.05882353 0.05882353]
  [0.05882353 0.99607843 0.0627451 ]
  [0.0627451  0.0627451  0.99607843]]

 [[0.0627451  0.0627451  0.0627451 ]
  [0.99607843 0.0627451  0.0627451 ]
  [0.0627451  0.99607843 0.0627451 ]
  ...
  [0.99607843 0.0627451  0.0627451 ]
  [0.0627451  0.99607843 0.0627451 ]
  [0.0627451  0.0627451  0.99607843]]

 [[0.0627451  0.0627451  0.0627451 ]
  [0.99607843 0.0627451  0.0627451 ]
  [0.0627451  0.99607843 0.0627451 ]
  ...
  [1.         0.0627451  0.0627451 ]
  [0.0627451  1.         0.0627451 ]
  [0.0627451  0.0627451  1.        ]]

 ...

 [[0.06666667 0.06666667 0.06666667]
  [1.         0.06666667 0.06666667]
  [0.06666667 1.         0.06666667]
  ...
  [1.         0.06666667 0.06666667]
  [0.06666667 1.         0.06666667]
  [0.06666667 0.06666667 1.        ]]

 [[0.06666667 0.06666667 0.06666667]
  [1.         0.06666667 0.06666667]
  [0.06666667 1.         0.06666667]
  ...
  [1.         0.39607844 0.39607844]
  [0.39607844 1.         0.4       ]
  [0.4        0.4        1.        ]]

 [[0.40784314 0.40784314 0.40784314]
  [1.         0.40784314 0.40784314]
  [0.40784314 1.         0.4117647 ]
  ...
  [1.         0.0627451  0.0627451 ]
  [0.0627451  1.         0.05882353]
  [0.05882353 0.05882353 0.7529412 ]]]"
115,1,DATA/yes/Y53.jpg,"[[[  0   0   0]
  [  2   2   2]
  [  4   4   4]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 77  77  77]
  [ 72  72  72]
  [ 66  66  66]
  ...
  [ 64  64  64]
  [ 67  67  67]
  [ 68  68  68]]

 [[ 63  63  63]
  [ 48  48  48]
  [ 28  28  28]
  ...
  [162 162 162]
  [125 125 125]
  [ 78  78  78]]

 [[ 29  29  29]
  [  0   0   0]
  [  2   2   2]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
116,1,DATA/yes/Y54.jpg,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 2 2]
  [2 2 2]
  [2 1 1]]

 [[3 3 3]
  [3 2 2]
  [1 1 0]
  ...
  [1 1 1]
  [1 1 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[8 5 0]
  [0 0 0]
  [7 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 1 1]
  [1 2 2]
  [1 0 1]]]"
78,1,DATA/yes/Y250.jpg,"[[[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 [[ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [144 144 144]
  [140 140 140]
  [127 127 127]]

 [[114 114 114]
  [107 107 107]
  [ 96  96  96]
  ...
  [ 53  53  53]
  [ 78  78  78]
  [ 93  93  93]]

 ...

 [[107 107 107]
  [104 104 104]
  [ 94  94  94]
  ...
  [ 75  75  75]
  [ 73  73  73]
  [ 71  71  71]]

 [[ 69  69  69]
  [ 68  68  68]
  [ 69  69  69]
  ...
  [ 95  95  95]
  [ 99  99  99]
  [105 105 105]]

 [[ 84  84  84]
  [ 73  73  73]
  [ 12  12  12]
  ...
  [ 77  77  77]
  [ 75  75  75]
  [ 61  61  61]]]"
195,0,DATA/no/47 no.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 ...

 [[ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [56 56 56]
  [56 56 56]
  [56 56 56]]]"
218,0,DATA/no/No11.jpg,"[[[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 ...

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]

 [[10 10 10]
  [10 10 10]
  [10 10 10]
  ...
  [94 94 94]
  [97 97 97]
  [99 99 99]]

 [[94 94 94]
  [89 89 89]
  [99 99 99]
  ...
  [10 10 10]
  [10 10 10]
  [10 10 10]]]"
156,0,DATA/no/10 no.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [13 13 13]
  [12 12 12]
  [11 11 11]]

 ...

 [[61 61 61]
  [59 59 59]
  [59 59 59]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 2  2  2]
  [ 0  0  0]
  ...
  [23 23 23]
  [25 25 25]
  [28 28 28]]

 [[30 30 30]
  [30 30 30]
  [29 29 29]
  ...
  [32 32 32]
  [20 20 20]
  [ 0  0  0]]]"
146,1,DATA/yes/Y90.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[102 102 102]
  [116 116 116]
  [121 121 121]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 69  69  69]
  [ 71  71  71]
  [ 76  76  76]]

 [[ 94  94  94]
  [111 111 111]
  [113 113 113]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]"
107,1,DATA/yes/Y44.JPG,"[[[ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 8  8  8]
  ...
  [ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [10 10 10]
  [10 10 10]
  [ 9  9  9]]

 ...

 [[18 18 18]
  [28 28 28]
  [61 61 61]
  ...
  [11 11 11]
  [13 13 13]
  [13 13 13]]

 [[14 14 14]
  [11 11 11]
  [13 13 13]
  ...
  [48 48 48]
  [82 82 82]
  [51 51 51]]

 [[21 21 21]
  [47 47 47]
  [83 83 83]
  ...
  [61 61 61]
  [60 60 60]
  [57 57 57]]]"
108,1,DATA/yes/Y45.JPG,"[[[11 11 11]
  [11 11 11]
  [11 11 11]
  ...
  [12 12 12]
  [12 12 12]
  [12 12 12]]

 [[11 11 11]
  [11 11 11]
  [11 11 11]
  ...
  [13 13 13]
  [13 13 13]
  [13 13 13]]

 [[13 13 13]
  [13 13 13]
  [13 13 13]
  ...
  [12 12 12]
  [11 11 11]
  [11 11 11]]

 ...

 [[79 79 79]
  [79 79 79]
  [78 78 78]
  ...
  [78 78 78]
  [79 79 79]
  [79 79 79]]

 [[78 78 78]
  [77 77 77]
  [78 78 78]
  ...
  [93 93 93]
  [95 95 95]
  [97 97 97]]

 [[98 98 98]
  [99 99 99]
  [99 99 99]
  ...
  [54 54 54]
  [54 54 54]
  [89 89 89]]]"
185,0,DATA/no/38 no.jpg,"[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[65 65 65]
  [53 53 53]
  [49 49 49]
  ...
  [75 75 75]
  [92 92 92]
  [62 62 62]]

 [[16 16 16]
  [17 17 17]
  [52 52 52]
  ...
  [89 89 89]
  [83 83 83]
  [71 71 71]]

 [[60 60 60]
  [57 57 57]
  [65 65 65]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]]"
46,1,DATA/yes/Y17.jpg,"[[[ 12  15  19]
  [ 23  23  21]
  [ 18  15  17]
  ...
  [246 243 240]
  [244 239 231]
  [221 208 192]]

 [[175 164 166]
  [177 191 205]
  [218 213 178]
  ...
  [ 19  20  20]
  [ 21  21  21]
  [ 22  19  20]]

 [[ 23  19  15]
  [ 27  46  69]
  [ 96 128 152]
  ...
  [ 18  18  18]
  [ 18  19  19]
  [ 19  19  17]]

 ...

 [[139 139 137]
  [133 128 126]
  [128 130 136]
  ...
  [ 21  21  21]
  [ 20  20  20]
  [ 20  20  20]]

 [[ 20  20  20]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [158 157 156]
  [155 155 155]
  [148 147 145]]

 [[141 137 136]
  [138 140 146]
  [148 150 150]
  ...
  [118 101 120]
  [129 117 111]
  [119 126 123]]]"
239,0,DATA/no/no 8.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [4 4 4]
  [5 5 5]
  [4 4 4]]

 [[2 2 2]
  [0 0 0]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [2 2 2]]

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
198,0,DATA/no/5 no.jpg,"[[[165 165 165]
  [ 47  47  47]
  [ 61  61  61]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[160 160 160]
  [134 134 134]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 28  28  28]
  [ 69  69  69]
  [ 83  83  83]]]"
75,1,DATA/yes/Y248.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 65  65  65]
  [ 34  34  34]
  [ 24  24  24]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 95  95  95]
  [ 66  66  66]
  [ 42  42  42]]

 [[ 18  18  18]
  [ 58  58  58]
  [ 41  41  41]
  ...
  [148 148 148]
  [144 144 144]
  [151 151 151]]]"
163,0,DATA/no/18 no.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  3   3   3]
  [  0   0   0]
  [114 114 114]]

 [[205 205 205]
  [ 72  72  72]
  [ 12  12  12]
  ...
  [ 65  65  65]
  [ 69  69  69]
  [ 80  80  80]]

 [[ 94  94  94]
  [101 101 101]
  [100 100 100]
  ...
  [ 96  96  96]
  [ 98  98  98]
  [101 101 101]]]"
200,0,DATA/no/6 no.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[65 65 65]
  [94 94 94]
  [90 90 90]
  ...
  [41 41 41]
  [44 44 44]
  [47 47 47]]

 [[48 48 48]
  [48 48 48]
  [46 46 46]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [60 60 60]
  [61 61 61]
  [61 61 61]]]"
94,1,DATA/yes/Y31.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[65 68 56]
  [57 60 64]
  [64 60 57]
  ...
  [61 65 64]
  [62 59 57]
  [56 57 59]]

 [[64 63 63]
  [63 65 65]
  [65 64 62]
  ...
  [64 67 68]
  [67 64 62]
  [60 59 60]]

 [[61 62 61]
  [62 64 66]
  [57 57 56]
  ...
  [59 59 58]
  [60 62 59]
  [61 63 61]]]"
245,0,DATA/no/no 923.jpg,"[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 ...

 [[18 18 18]
  [18 18 18]
  [18 18 18]
  ...
  [15 15 15]
  [15 15 15]
  [14 14 14]]

 [[49 49 49]
  [17 17 17]
  [17 17 17]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[17 17 17]
  [17 17 17]
  [17 17 17]
  ...
  [14 14 14]
  [17 17 17]
  [78 78 78]]]"
179,0,DATA/no/32 no.jpg,"[[[157 157 157]
  [ 39  39  39]
  [ 49  49  49]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[122 122 122]
  [124 124 124]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 31  31  31]
  [ 54  54  54]
  [  1   1   1]]]"
92,1,DATA/yes/Y3.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 70  70  70]
  [ 71  71  71]
  [ 72  72  72]]

 [[ 70  70  70]
  [ 68  68  68]
  [ 66  66  66]
  ...
  [108 108 108]
  [125 125 125]
  [128 128 128]]

 [[112 112 112]
  [ 86  86  86]
  [ 47  47  47]
  ...
  [109 109 109]
  [104 104 104]
  [ 98  98  98]]]"
234,0,DATA/no/no 3.jpg,"[[[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 ...

 [[12 12 12]
  [13 13 13]
  [14 14 14]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [16 16 16]
  ...
  [16 16 16]
  [16 16 16]
  [16 16 16]]

 [[16 16 16]
  [16 16 16]
  [11 11 11]
  ...
  [46 46 46]
  [42 42 42]
  [37 37 37]]]"
39,1,DATA/yes/Y163.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 ...

 [[135 135 135]
  [ 97  97  97]
  [ 61  61  61]
  ...
  [ 54  54  54]
  [ 63  63  63]
  [ 80  80  80]]

 [[119 119 119]
  [102 102 102]
  [ 58  58  58]
  ...
  [ 93  93  93]
  [ 96  96  96]
  [ 99  99  99]]

 [[100 100 100]
  [111 111 111]
  [128 128 128]
  ...
  [ 84  84  84]
  [ 93  93  93]
  [ 90  90  90]]]"
222,0,DATA/no/No15.jpg,"[[[0.03529412 0.03529412 0.03529412]
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  ...
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  [0.03529412 0.03529412 1.        ]]

 [[0.03529412 0.03529412 0.03529412]
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  ...
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  [0.03529412 0.03529412 1.        ]]

 [[0.03529412 0.03529412 0.03529412]
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03137255]
  ...
  [1.         0.04313726 0.04313726]
  [0.04313726 1.         0.04313726]
  [0.04313726 0.04313726 1.        ]]

 ...

 [[0.49019608 0.49019608 0.49019608]
  [1.         0.5019608  0.5019608 ]
  [0.5019608  1.         0.47843137]
  ...
  [1.         0.04705882 0.04705882]
  [0.04705882 1.         0.04705882]
  [0.04705882 0.04705882 1.        ]]

 [[0.04705882 0.04705882 0.04705882]
  [1.         0.04705882 0.04705882]
  [0.04705882 1.         0.04705882]
  ...
  [1.         0.26666668 0.26666668]
  [0.26666668 1.         0.26666668]
  [0.26666668 0.26666668 1.        ]]

 [[0.26666668 0.26666668 0.26666668]
  [1.         0.26666668 0.26666668]
  [0.26666668 1.         0.27450982]
  ...
  [1.         0.05098039 0.05098039]
  [0.05098039 1.         0.05098039]
  [0.05098039 0.05098039 1.        ]]]"
144,1,DATA/yes/Y89.JPG,"[[[252 252 252]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[ 12  12  12]
  [ 12  12  12]
  [ 11  11  11]
  ...
  [  9   9   9]
  [  9   9   9]
  [  8   8   8]]

 [[  7   7   7]
  [  7   7   7]
  [  8   8   8]
  ...
  [  6   6   6]
  [  7   7   7]
  [  7   7   7]]

 [[  8   8   8]
  [  9   9   9]
  [  9   9   9]
  ...
  [  5   5   5]
  [  4   4   4]
  [  7   7   7]]]"
